NucleotideID,AssemblyID,Biosample,SRRID,Sequencer,Type
AP012306,GCF_000350185.1,SAMD00006056,DRR001647,ABI_SOLID,""
AP012306,GCF_000350185.1,SAMD00006056,DRR039986,LS454,""
AP023219,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,""
AP023219,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,""
AP023220,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,plasmid
AP023220,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,plasmid
AP023221,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,plasmid
AP023221,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,plasmid
AP023222,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,plasmid
AP023222,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,plasmid
AP023223,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,plasmid
AP023223,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,plasmid
NZ_AP023219,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,chromosome
NZ_AP023219,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,chromosome
NZ_AP023220,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,plasmid
NZ_AP023220,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,plasmid
NZ_AP023221,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,plasmid
NZ_AP023221,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,plasmid
NZ_AP023222,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,plasmid
NZ_AP023222,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,plasmid
NZ_AP023223,GCF_013374235.1,SAMD00099774,DRR111587,ILLUMINA,plasmid
NZ_AP023223,GCF_013374235.1,SAMD00099774,DRR232346,OXFORD_NANOPORE,plasmid
AP022351,GCF_010724935.1,SAMD00108729,DRR120579,ILLUMINA,""
AP022351,GCF_010724935.1,SAMD00108729,DRR192207,ILLUMINA,""
AP022351,GCF_010724935.1,SAMD00108729,DRR193900,OXFORD_NANOPORE,""
NZ_AP022351,GCF_010724935.1,SAMD00108729,DRR120579,ILLUMINA,chromosome
NZ_AP022351,GCF_010724935.1,SAMD00108729,DRR192207,ILLUMINA,chromosome
NZ_AP022351,GCF_010724935.1,SAMD00108729,DRR193900,OXFORD_NANOPORE,chromosome
AP019761,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,""
AP019761,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,""
AP019762,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
AP019762,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
AP019763,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
AP019763,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
AP019764,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
AP019764,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
AP019765,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
AP019765,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
AP019766,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
AP019766,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
AP019767,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
AP019767,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
AP019768,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
AP019768,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
NZ_AP019761,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,chromosome
NZ_AP019761,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,chromosome
NZ_AP019762,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
NZ_AP019762,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
NZ_AP019763,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
NZ_AP019763,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
NZ_AP019764,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
NZ_AP019764,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
NZ_AP019765,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
NZ_AP019765,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
NZ_AP019766,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
NZ_AP019766,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
NZ_AP019767,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
NZ_AP019767,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
NZ_AP019768,GCF_007990655.1,SAMD00172295,DRR179471,ILLUMINA,plasmid
NZ_AP019768,GCF_007990655.1,SAMD00172295,DRR179472,PACBIO_SMRT,plasmid
LR134152,GCF_900635635.1,SAMEA2689768,ERR688944,PACBIO_SMRT,""
NZ_LR134152,GCF_900635635.1,SAMEA2689768,ERR688944,PACBIO_SMRT,chromosome
LR134157,GCF_900635685.1,SAMEA2709016,ERR710265,PACBIO_SMRT,""
LR134191,GCF_900635895.1,SAMEA3251422,ERR879383,PACBIO_SMRT,""
LR890536,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,""
LR890537,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
LR890538,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
LR890539,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
LR890540,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
LR890541,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
NZ_LR890536,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,chromosome
NZ_LR890537,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
NZ_LR890538,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
NZ_LR890539,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
NZ_LR890540,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
NZ_LR890541,GCF_904865655.1,SAMEA3357369,ERR1015326,ILLUMINA,plasmid
LR890262,GCA_904863165.1,SAMEA3357379,ERR1215622,ILLUMINA,""
LR890263,GCA_904863165.1,SAMEA3357379,ERR1215622,ILLUMINA,plasmid
LR890264,GCA_904863165.1,SAMEA3357379,ERR1215622,ILLUMINA,plasmid
LR890265,GCA_904863165.1,SAMEA3357379,ERR1215622,ILLUMINA,plasmid
LR890266,GCA_904863165.1,SAMEA3357379,ERR1215622,ILLUMINA,plasmid
LR890576,GCA_904866245.1,SAMEA3357382,ERR1015332,ILLUMINA,""
LR890577,GCA_904866245.1,SAMEA3357382,ERR1015332,ILLUMINA,plasmid
LR890578,GCA_904866245.1,SAMEA3357382,ERR1015332,ILLUMINA,plasmid
LR890579,GCA_904866245.1,SAMEA3357382,ERR1015332,ILLUMINA,plasmid
LR890580,GCA_904866245.1,SAMEA3357382,ERR1015332,ILLUMINA,plasmid
LR890581,GCA_904866245.1,SAMEA3357382,ERR1015332,ILLUMINA,plasmid
LR890582,GCA_904866245.1,SAMEA3357382,ERR1015332,ILLUMINA,plasmid
LR890714,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,""
LR890715,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,plasmid
LR890716,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,plasmid
LR890717,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,plasmid
LR890718,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,plasmid
NZ_LR890714,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,chromosome
NZ_LR890715,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,plasmid
NZ_LR890716,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,plasmid
NZ_LR890717,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,plasmid
NZ_LR890718,GCF_904866495.1,SAMEA3357384,ERR1015333,ILLUMINA,plasmid
LR890405,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,""
LR890406,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,plasmid
LR890407,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,plasmid
LR890408,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,plasmid
LR890409,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,plasmid
NZ_LR890405,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,chromosome
NZ_LR890406,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,plasmid
NZ_LR890407,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,plasmid
NZ_LR890408,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,plasmid
NZ_LR890409,GCF_904864555.1,SAMEA3357386,ERR1015334,ILLUMINA,plasmid
LR898868,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,""
LR898869,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
LR898870,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
LR898871,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
LR898872,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
LR898873,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
NZ_LR898868,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,chromosome
NZ_LR898869,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
NZ_LR898870,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
NZ_LR898871,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
NZ_LR898872,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
NZ_LR898873,GCF_905071865.1,SAMEA3357393,ERR1015337,ILLUMINA,plasmid
LR890349,GCF_904863445.1,SAMEA3357407,ERR1015345,ILLUMINA,""
LR890350,GCF_904863445.1,SAMEA3357407,ERR1015345,ILLUMINA,plasmid
LR890351,GCF_904863445.1,SAMEA3357407,ERR1015345,ILLUMINA,plasmid
LR890352,GCF_904863445.1,SAMEA3357407,ERR1015345,ILLUMINA,plasmid
NZ_LR890349,GCF_904863445.1,SAMEA3357407,ERR1015345,ILLUMINA,chromosome
NZ_LR890350,GCF_904863445.1,SAMEA3357407,ERR1015345,ILLUMINA,plasmid
NZ_LR890351,GCF_904863445.1,SAMEA3357407,ERR1015345,ILLUMINA,plasmid
NZ_LR890352,GCF_904863445.1,SAMEA3357407,ERR1015345,ILLUMINA,plasmid
LR890693,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,""
LR890694,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,plasmid
LR890695,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,plasmid
LR890696,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,plasmid
LR890697,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,plasmid
NZ_LR890693,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,chromosome
NZ_LR890694,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,plasmid
NZ_LR890695,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,plasmid
NZ_LR890696,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,plasmid
NZ_LR890697,GCF_904866455.1,SAMEA3357417,ERR1015350,ILLUMINA,plasmid
LR890661,GCA_904866385.1,SAMEA3357450,ERR1215626,ILLUMINA,""
LR890662,GCA_904866385.1,SAMEA3357450,ERR1215626,ILLUMINA,plasmid
LR890663,GCA_904866385.1,SAMEA3357450,ERR1215626,ILLUMINA,plasmid
LR890664,GCA_904866385.1,SAMEA3357450,ERR1215626,ILLUMINA,plasmid
LR890288,GCF_904863385.1,SAMEA3357452,ERR1023706,ILLUMINA,""
LR890289,GCF_904863385.1,SAMEA3357452,ERR1023706,ILLUMINA,plasmid
LR890290,GCF_904863385.1,SAMEA3357452,ERR1023706,ILLUMINA,plasmid
NZ_LR890288,GCF_904863385.1,SAMEA3357452,ERR1023706,ILLUMINA,chromosome
NZ_LR890289,GCF_904863385.1,SAMEA3357452,ERR1023706,ILLUMINA,plasmid
NZ_LR890290,GCF_904863385.1,SAMEA3357452,ERR1023706,ILLUMINA,plasmid
LR890603,GCF_904866225.1,SAMEA3357457,ERR1015365,ILLUMINA,""
LR890604,GCF_904866225.1,SAMEA3357457,ERR1015365,ILLUMINA,plasmid
LR890605,GCF_904866225.1,SAMEA3357457,ERR1015365,ILLUMINA,plasmid
NZ_LR890603,GCF_904866225.1,SAMEA3357457,ERR1015365,ILLUMINA,chromosome
NZ_LR890604,GCF_904866225.1,SAMEA3357457,ERR1015365,ILLUMINA,plasmid
NZ_LR890605,GCF_904866225.1,SAMEA3357457,ERR1015365,ILLUMINA,plasmid
LR890466,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,""
LR890467,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,plasmid
LR890468,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,plasmid
LR890469,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,plasmid
LR890470,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,plasmid
NZ_LR890466,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,chromosome
NZ_LR890467,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,plasmid
NZ_LR890468,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,plasmid
NZ_LR890469,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,plasmid
NZ_LR890470,GCF_904864615.1,SAMEA3357463,ERR1023710,ILLUMINA,plasmid
LR890299,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,""
LR890300,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
LR890301,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
LR890302,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
LR890303,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
LR890304,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
LR890305,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
LR890306,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
NZ_LR890299,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,chromosome
NZ_LR890300,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
NZ_LR890301,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
NZ_LR890302,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
NZ_LR890303,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
NZ_LR890304,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
NZ_LR890305,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
NZ_LR890306,GCF_904863305.1,SAMEA3357475,ERR1023714,ILLUMINA,plasmid
LR898874,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,""
LR898875,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898876,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898877,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898878,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898879,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898880,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898881,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898882,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898883,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898884,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR898885,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898874,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,chromosome
NZ_LR898875,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898876,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898877,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898878,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898879,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898880,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898881,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898882,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898883,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898884,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
NZ_LR898885,GCF_905071835.1,SAMEA3357480,ERR1015376,ILLUMINA,plasmid
LR890508,GCF_904865835.1,SAMEA3357485,ERR1015380,ILLUMINA,""
LR890509,GCF_904865835.1,SAMEA3357485,ERR1015380,ILLUMINA,plasmid
LR890510,GCF_904865835.1,SAMEA3357485,ERR1015380,ILLUMINA,plasmid
LR890511,GCF_904865835.1,SAMEA3357485,ERR1015380,ILLUMINA,plasmid
NZ_LR890508,GCF_904865835.1,SAMEA3357485,ERR1015380,ILLUMINA,chromosome
NZ_LR890509,GCF_904865835.1,SAMEA3357485,ERR1015380,ILLUMINA,plasmid
NZ_LR890510,GCF_904865835.1,SAMEA3357485,ERR1015380,ILLUMINA,plasmid
NZ_LR890511,GCF_904865835.1,SAMEA3357485,ERR1015380,ILLUMINA,plasmid
LR890410,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,""
LR890411,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,plasmid
LR890412,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,plasmid
LR890413,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,plasmid
LR890414,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,plasmid
NZ_LR890410,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,chromosome
NZ_LR890411,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,plasmid
NZ_LR890412,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,plasmid
NZ_LR890413,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,plasmid
NZ_LR890414,GCF_904864635.1,SAMEA3357497,ERR1015392,ILLUMINA,plasmid
LR890326,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,""
LR890327,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
LR890328,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
LR890329,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
LR890330,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
LR890331,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
LR890332,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
LR890333,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
NZ_LR890326,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,chromosome
NZ_LR890327,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
NZ_LR890328,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
NZ_LR890329,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
NZ_LR890330,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
NZ_LR890331,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
NZ_LR890332,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
NZ_LR890333,GCF_904863375.1,SAMEA3357499,ERR1015394,ILLUMINA,plasmid
LR890334,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,""
LR890335,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
LR890336,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
LR890337,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
LR890338,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
LR890339,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
LR890340,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
LR890341,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
LR890342,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
NZ_LR890334,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,chromosome
NZ_LR890335,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
NZ_LR890336,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
NZ_LR890337,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
NZ_LR890338,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
NZ_LR890339,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
NZ_LR890340,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
NZ_LR890341,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
NZ_LR890342,GCF_904863255.1,SAMEA3357504,ERR1015399,ILLUMINA,plasmid
LR890270,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,""
LR890271,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
LR890272,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
LR890273,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
LR890274,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
LR890275,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
LR890276,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
NZ_LR890270,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,chromosome
NZ_LR890271,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
NZ_LR890272,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
NZ_LR890273,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
NZ_LR890274,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
NZ_LR890275,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
NZ_LR890276,GCF_904863235.1,SAMEA3357519,ERR1015413,ILLUMINA,plasmid
LR890198,GCF_904863105.1,SAMEA3357523,ERR1015416,ILLUMINA,""
LR890199,GCF_904863105.1,SAMEA3357523,ERR1015416,ILLUMINA,plasmid
LR890200,GCF_904863105.1,SAMEA3357523,ERR1015416,ILLUMINA,plasmid
LR890201,GCF_904863105.1,SAMEA3357523,ERR1015416,ILLUMINA,plasmid
NZ_LR890198,GCF_904863105.1,SAMEA3357523,ERR1015416,ILLUMINA,chromosome
NZ_LR890199,GCF_904863105.1,SAMEA3357523,ERR1015416,ILLUMINA,plasmid
NZ_LR890200,GCF_904863105.1,SAMEA3357523,ERR1015416,ILLUMINA,plasmid
NZ_LR890201,GCF_904863105.1,SAMEA3357523,ERR1015416,ILLUMINA,plasmid
LR890606,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,""
LR890607,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
LR890608,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
LR890609,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
LR890610,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
LR890611,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
LR890612,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
LR890613,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
LR890614,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
LR890615,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
NZ_LR890606,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,chromosome
NZ_LR890607,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
NZ_LR890608,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
NZ_LR890609,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
NZ_LR890610,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
NZ_LR890611,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
NZ_LR890612,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
NZ_LR890613,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
NZ_LR890614,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
NZ_LR890615,GCF_904866345.1,SAMEA3357527,ERR1015419,ILLUMINA,plasmid
LR890651,GCF_904866305.1,SAMEA3357530,ERR1015422,ILLUMINA,""
LR890652,GCF_904866305.1,SAMEA3357530,ERR1015422,ILLUMINA,plasmid
LR890653,GCF_904866305.1,SAMEA3357530,ERR1015422,ILLUMINA,plasmid
LR890654,GCF_904866305.1,SAMEA3357530,ERR1015422,ILLUMINA,plasmid
LR890655,GCF_904866305.1,SAMEA3357530,ERR1015422,ILLUMINA,plasmid
LR890656,GCF_904866305.1,SAMEA3357530,ERR1015422,ILLUMINA,plasmid
NZ_LR890651,GCF_904866305.1,SAMEA3357530,ERR1015422,ILLUMINA,chromosome
NZ_LR890652,GCF_904866305.1,SAMEA3357530,ERR1015422,ILLUMINA,plasmid
NZ_LR890653,GCF_904866305.1,SAMEA3357530,ERR1015422,ILLUMINA,plasmid
